Year,Category,Amount,Type
2016,Foreign Aid,47625507,Revenue
2020,Infrastructure,37091717,Expense
2001,Natural Resources,32493166,Revenue
2019,Foreign Aid,48207316,Revenue
2013,Foreign Aid,28062999,Revenue
2002,Infrastructure,36165155,Expense
2019,Tax Revenue,8476905,Revenue
2023,Defense,9424298,Expense
2005,Tax Revenue,18111183,Revenue
2010,Defense,4516259,Expense
2011,Social Welfare,8681935,Expense
2005,Infrastructure,14090920,Expense
2001,Education,8584118,Expense
2004,Tax Revenue,46154830,Revenue
2016,Tax Revenue,25837873,Revenue
2001,Education,40980813,Expense
2015,Infrastructure,13332762,Expense
2011,Defense,41619335,Expense
2013,Natural Resources,26634453,Revenue
2023,Grants,42264976,Revenue
2016,Healthcare,31955528,Expense
2023,Foreign Aid,34612413,Revenue
2018,Defense,43903964,Expense
2011,Grants,22845113,Revenue
2023,Education,31661926,Expense
2005,Social Welfare,21008532,Expense
2006,Foreign Aid,47392527,Revenue
2018,Social Welfare,15010763,Expense
2021,Foreign Aid,39366568,Revenue
2013,Foreign Aid,34312980,Revenue
2001,Infrastructure,22823155,Expense
2011,Infrastructure,37770804,Expense
2006,Infrastructure,44735213,Expense
2019,Healthcare,23391142,Expense
2015,Social Welfare,18946044,Expense
2020,Grants,15739940,Revenue
2001,Infrastructure,34656402,Expense
2007,Foreign Aid,18280782,Revenue
2017,Social Welfare,20370251,Expense
2014,Healthcare,19067007,Expense
2003,Healthcare,44358330,Expense
2017,Defense,30099024,Expense
2023,Defense,40849197,Expense
2001,Social Welfare,14328658,Expense
2012,Infrastructure,11356561,Expense
2022,Social Welfare,7301985,Expense
2007,Grants,26236721,Revenue
2012,Foreign Aid,40385974,Revenue
2006,Foreign Aid,40720611,Revenue
2014,Education,19240793,Expense
2010,Infrastructure,47034656,Expense
2014,Defense,10957563,Expense
2007,Infrastructure,25324161,Expense
2007,Healthcare,20261992,Expense
2018,Defense,44902111,Expense
2009,Infrastructure,11542377,Expense
2022,Social Welfare,13117412,Expense
2012,Tax Revenue,11541787,Revenue
2017,Infrastructure,9513555,Expense
2021,Social Welfare,6609154,Expense
2013,Defense,31582675,Expense
2000,Foreign Aid,19098369,Revenue
2018,Social Welfare,40680127,Expense
2023,Foreign Aid,2313376,Revenue
2004,Defense,30978133,Expense
2022,Defense,43993809,Expense
2022,Healthcare,21484861,Expense
2002,Foreign Aid,37810748,Revenue
2011,Natural Resources,43290572,Revenue
2018,Education,13460619,Expense
2010,Tax Revenue,46062085,Revenue
2010,Grants,16642953,Revenue
2011,Natural Resources,47558079,Revenue
2006,Defense,6451767,Expense
2020,Tax Revenue,23597789,Revenue
2018,Tax Revenue,28862306,Revenue
2009,Tax Revenue,24508290,Revenue
2023,Natural Resources,15726576,Revenue
2008,Defense,36932868,Expense
2008,Tax Revenue,12933405,Revenue
2020,Foreign Aid,21521458,Revenue
2007,Education,13528267,Expense
2004,Social Welfare,3901800,Expense
2008,Education,39619679,Expense
2010,Education,24159250,Expense
2006,Education,41271950,Expense
2003,Education,42854581,Expense
2003,Foreign Aid,13248192,Revenue
2017,Healthcare,6247360,Expense
2002,Defense,19772427,Expense
2020,Tax Revenue,17901452,Revenue
2020,Grants,48907568,Revenue
2000,Social Welfare,33666750,Expense
2008,Foreign Aid,35362624,Revenue
2005,Tax Revenue,29469328,Revenue
2015,Infrastructure,3015043,Expense
2007,Infrastructure,8276499,Expense
2009,Natural Resources,23703222,Revenue
2020,Grants,45149179,Revenue
2012,Education,30549355,Expense
2000,Education,29109827,Expense
2010,Natural Resources,29123959,Revenue
2019,Social Welfare,32470714,Expense
2014,Grants,45561585,Revenue
2011,Natural Resources,48246722,Revenue
2002,Infrastructure,30625777,Expense
2013,Healthcare,22228099,Expense
2002,Defense,26376447,Expense
2007,Healthcare,23858190,Expense
2004,Grants,20611801,Revenue
2004,Healthcare,39874127,Expense
2021,Grants,16752822,Revenue
2011,Infrastructure,33383667,Expense
2011,Grants,27468233,Revenue
2002,Tax Revenue,32739379,Revenue
2008,Tax Revenue,14259181,Revenue
2010,Social Welfare,8852331,Expense
2015,Social Welfare,2862848,Expense
2011,Tax Revenue,45575805,Revenue
2009,Infrastructure,35186974,Expense
2001,Education,45798364,Expense
2015,Defense,19797888,Expense
2005,Education,38944571,Expense
2012,Foreign Aid,42831334,Revenue
2001,Natural Resources,40021265,Revenue
2015,Natural Resources,20477769,Revenue
2012,Tax Revenue,10170915,Revenue
2023,Defense,9945878,Expense
2008,Defense,11712997,Expense
2015,Social Welfare,40000833,Expense
2014,Infrastructure,31326786,Expense
2007,Foreign Aid,46891042,Revenue
2018,Defense,36002875,Expense
2020,Defense,45763357,Expense
2006,Healthcare,3114154,Expense
2015,Grants,6587463,Revenue
2021,Education,49839847,Expense
2005,Grants,19952136,Revenue
2014,Social Welfare,21978004,Expense
2015,Infrastructure,22810171,Expense
2006,Defense,24545705,Expense
2023,Healthcare,23002259,Expense
2008,Tax Revenue,28469111,Revenue
2013,Education,38973310,Expense
2005,Defense,21897731,Expense
2023,Foreign Aid,21985884,Revenue
2021,Education,22324274,Expense
2022,Natural Resources,36283095,Revenue
2010,Infrastructure,35506027,Expense
2012,Tax Revenue,35923674,Revenue
2011,Foreign Aid,46638213,Revenue
2002,Grants,29498116,Revenue
2009,Foreign Aid,7596506,Revenue
2021,Defense,3152380,Expense
2010,Education,33018776,Expense
2018,Healthcare,21969161,Expense
2010,Natural Resources,49676168,Revenue
2011,Natural Resources,41209400,Revenue
2022,Healthcare,41780233,Expense
2002,Foreign Aid,11108759,Revenue
2013,Grants,24272627,Revenue
2009,Foreign Aid,9184463,Revenue
2009,Infrastructure,45286154,Expense
2019,Healthcare,8634198,Expense
2013,Natural Resources,13834018,Revenue
2006,Natural Resources,39363365,Revenue
2014,Education,37017117,Expense
2009,Grants,24633660,Revenue
2015,Defense,28148720,Expense
2010,Healthcare,47412955,Expense
2003,Tax Revenue,47339875,Revenue
2007,Natural Resources,13891879,Revenue
2008,Defense,10453851,Expense
2010,Defense,43784041,Expense
2002,Foreign Aid,16738173,Revenue
2013,Tax Revenue,36760902,Revenue
2018,Education,47843071,Expense
2001,Tax Revenue,1710278,Revenue
2018,Grants,33272929,Revenue
2003,Healthcare,18357456,Expense
2008,Tax Revenue,6775440,Revenue
2004,Grants,43267136,Revenue
2022,Foreign Aid,9476356,Revenue
2017,Foreign Aid,48555707,Revenue
2002,Healthcare,47084251,Expense
2016,Defense,21498175,Expense
2022,Education,41408714,Expense
2019,Defense,7453482,Expense
2009,Healthcare,41583533,Expense
2007,Tax Revenue,41964159,Revenue
2006,Natural Resources,30274829,Revenue
2006,Natural Resources,15696111,Revenue
2009,Infrastructure,27678364,Expense
2005,Natural Resources,20399711,Revenue
2020,Infrastructure,8746703,Expense
2018,Social Welfare,9152465,Expense
2012,Defense,47970076,Expense
2010,Grants,37032090,Revenue
2014,Tax Revenue,26999399,Revenue
2018,Grants,21556385,Revenue
2019,Tax Revenue,23894745,Revenue
2016,Infrastructure,42308148,Expense
2012,Social Welfare,8099810,Expense
2021,Natural Resources,22926638,Revenue
2004,Defense,43731468,Expense
2015,Foreign Aid,17368751,Revenue
2018,Defense,34778235,Expense
2018,Natural Resources,49823016,Revenue
2003,Education,7879385,Expense
2010,Social Welfare,47439562,Expense
2010,Natural Resources,30665807,Revenue
2008,Grants,29353823,Revenue
2009,Tax Revenue,6279242,Revenue
2004,Healthcare,12273005,Expense
2017,Tax Revenue,8872805,Revenue
2000,Grants,22193706,Revenue
2009,Defense,9330518,Expense
2023,Tax Revenue,44343577,Revenue
2021,Natural Resources,18098674,Revenue
2019,Education,6052718,Expense
2013,Grants,23501043,Revenue
2001,Defense,36542217,Expense
2002,Education,27599614,Expense
2019,Natural Resources,12434916,Revenue
2000,Defense,28559889,Expense
2009,Defense,36965686,Expense
2011,Natural Resources,11542454,Revenue
2015,Foreign Aid,42274792,Revenue
2014,Tax Revenue,17496172,Revenue
2010,Natural Resources,38989226,Revenue
2012,Infrastructure,16110070,Expense
2012,Education,13475131,Expense
2023,Social Welfare,49998835,Expense
2019,Education,6368181,Expense
2004,Defense,43115748,Expense
2000,Infrastructure,12521918,Expense
2004,Healthcare,5130847,Expense
2021,Defense,35171308,Expense
2012,Tax Revenue,37929052,Revenue
2006,Social Welfare,23067558,Expense
2006,Natural Resources,37980841,Revenue
2008,Defense,27836366,Expense
2004,Social Welfare,15175568,Expense
2021,Tax Revenue,46147087,Revenue
2010,Social Welfare,21215183,Expense
2000,Tax Revenue,18932751,Revenue
2012,Tax Revenue,35246299,Revenue
2000,Defense,5145664,Expense
2012,Healthcare,13426265,Expense
2011,Education,37046851,Expense
2023,Tax Revenue,31586057,Revenue
2014,Infrastructure,1745705,Expense
2021,Healthcare,41250873,Expense
2004,Defense,34534531,Expense
2014,Tax Revenue,39281879,Revenue
2005,Foreign Aid,22736260,Revenue
2005,Natural Resources,42552307,Revenue
2013,Natural Resources,28448564,Revenue
2020,Grants,12435890,Revenue
2002,Social Welfare,28047975,Expense
2004,Infrastructure,22576261,Expense
2021,Foreign Aid,42876623,Revenue
2022,Natural Resources,20819208,Revenue
2013,Tax Revenue,38790032,Revenue
2007,Tax Revenue,25716734,Revenue
2005,Grants,35378713,Revenue
2011,Healthcare,3085627,Expense
2011,Foreign Aid,5965230,Revenue
2002,Natural Resources,18519215,Revenue
2005,Grants,37274782,Revenue
2012,Natural Resources,15484192,Revenue
2001,Education,16847560,Expense
2022,Grants,2801233,Revenue
2007,Tax Revenue,39060510,Revenue
2000,Infrastructure,13313465,Expense
2011,Foreign Aid,7033994,Revenue
2000,Social Welfare,41441389,Expense
2002,Grants,14490709,Revenue
2010,Natural Resources,33269222,Revenue
2002,Education,29820709,Expense
2018,Defense,24907140,Expense
2008,Healthcare,24169213,Expense
2005,Defense,25405119,Expense
2017,Education,34640100,Expense
2001,Education,23163071,Expense
2020,Infrastructure,18108891,Expense
2015,Education,6912901,Expense
2005,Natural Resources,15015056,Revenue
2005,Social Welfare,15015265,Expense
2014,Education,46442965,Expense
2002,Social Welfare,7782230,Expense
2013,Natural Resources,43890062,Revenue
2010,Social Welfare,17544653,Expense
2007,Healthcare,30902760,Expense
2006,Defense,2725472,Expense
2023,Natural Resources,19310285,Revenue
2013,Infrastructure,16897266,Expense
2010,Infrastructure,47797136,Expense
2001,Infrastructure,28828556,Expense
2023,Foreign Aid,43593728,Revenue
2021,Natural Resources,22358536,Revenue
2014,Infrastructure,49791586,Expense
2016,Foreign Aid,2861801,Revenue
2017,Healthcare,28192723,Expense
2015,Education,26849450,Expense
2010,Tax Revenue,8525337,Revenue
2003,Social Welfare,47527343,Expense
2000,Education,30707696,Expense
2014,Defense,34091529,Expense
2019,Social Welfare,28744712,Expense
2023,Education,38672063,Expense
2007,Defense,25706984,Expense
2014,Grants,3678896,Revenue
2021,Education,38841108,Expense
2021,Natural Resources,42526771,Revenue
2015,Infrastructure,5428172,Expense
2023,Healthcare,15075000,Expense
2017,Social Welfare,11009232,Expense
2005,Foreign Aid,23010269,Revenue
2015,Education,17879502,Expense
2008,Foreign Aid,19891825,Revenue
2014,Defense,8087670,Expense
2000,Infrastructure,7149031,Expense
2020,Infrastructure,16095016,Expense
2006,Natural Resources,36295262,Revenue
2009,Tax Revenue,37033734,Revenue
2020,Grants,6138594,Revenue
2010,Tax Revenue,1374059,Revenue
2022,Social Welfare,45274265,Expense
2008,Tax Revenue,17789894,Revenue
2013,Social Welfare,9013478,Expense
2007,Grants,24007278,Revenue
2012,Grants,23112278,Revenue
2020,Education,35988476,Expense
2005,Healthcare,7920197,Expense
2016,Foreign Aid,5374896,Revenue
2013,Healthcare,4755209,Expense
2001,Social Welfare,18959670,Expense
2012,Tax Revenue,41983024,Revenue
2012,Foreign Aid,41677399,Revenue
2007,Defense,29253095,Expense
2014,Defense,2309976,Expense
2010,Education,5111126,Expense
2016,Natural Resources,13970646,Revenue
2009,Tax Revenue,31023048,Revenue
2002,Education,3432493,Expense
2013,Social Welfare,42302778,Expense
2022,Defense,32434418,Expense
2017,Education,1140780,Expense
2002,Social Welfare,14444495,Expense
2018,Grants,8444455,Revenue
2002,Tax Revenue,30176598,Revenue
2016,Grants,1776995,Revenue
2000,Social Welfare,46464761,Expense
2012,Infrastructure,10182690,Expense
2006,Education,18822985,Expense
2011,Healthcare,3376458,Expense
2002,Social Welfare,33735535,Expense
2004,Natural Resources,8209529,Revenue
2009,Social Welfare,25806878,Expense
2003,Natural Resources,8020373,Revenue
2000,Tax Revenue,6206826,Revenue
2017,Foreign Aid,29332225,Revenue
2017,Social Welfare,36270933,Expense
2005,Infrastructure,6035716,Expense
2012,Foreign Aid,46363932,Revenue
2017,Social Welfare,26129486,Expense
2011,Defense,47795818,Expense
2018,Social Welfare,33425419,Expense
2013,Foreign Aid,20504042,Revenue
2015,Healthcare,9813389,Expense
2016,Grants,48025853,Revenue
2017,Education,31073025,Expense
2021,Foreign Aid,19991558,Revenue
2022,Defense,33424357,Expense
2012,Defense,43348089,Expense
2002,Natural Resources,6444467,Revenue
2010,Grants,45269922,Revenue
2021,Defense,34146799,Expense
2000,Defense,4204179,Expense
2013,Infrastructure,4857032,Expense
2013,Social Welfare,16134410,Expense
2007,Social Welfare,25923105,Expense
2014,Healthcare,40948350,Expense
2015,Foreign Aid,1093920,Revenue
2000,Education,37636424,Expense
2016,Infrastructure,36329488,Expense
2001,Foreign Aid,48997025,Revenue
2013,Foreign Aid,35397437,Revenue
2023,Natural Resources,48872633,Revenue
2018,Natural Resources,12997367,Revenue
2001,Natural Resources,11397777,Revenue
2017,Grants,20430974,Revenue
2018,Foreign Aid,9406091,Revenue
2005,Tax Revenue,22650904,Revenue
2012,Tax Revenue,31394071,Revenue
2021,Tax Revenue,1655501,Revenue
2007,Social Welfare,34395163,Expense
2001,Defense,43878110,Expense
2001,Education,23039602,Expense
2008,Tax Revenue,49145343,Revenue
2000,Foreign Aid,30820590,Revenue
2022,Natural Resources,11285174,Revenue
2013,Social Welfare,11628728,Expense
2023,Grants,1273809,Revenue
2022,Infrastructure,23736158,Expense
2000,Tax Revenue,3235964,Revenue
2018,Grants,36383618,Revenue
2013,Defense,22476233,Expense
2010,Education,44884109,Expense
2000,Foreign Aid,23291920,Revenue
2010,Infrastructure,32757456,Expense
2020,Social Welfare,20634151,Expense
2007,Infrastructure,20879829,Expense
2002,Defense,20706616,Expense
2010,Healthcare,20454671,Expense
2009,Grants,12009557,Revenue
2008,Natural Resources,40425359,Revenue
2003,Education,11180561,Expense
2007,Natural Resources,35865108,Revenue
2008,Grants,12911843,Revenue
2007,Education,35372655,Expense
2010,Natural Resources,35664496,Revenue
2009,Social Welfare,35426480,Expense
2021,Tax Revenue,42297739,Revenue
2017,Healthcare,44314896,Expense
2020,Education,19483114,Expense
2017,Healthcare,43024827,Expense
2007,Foreign Aid,28062222,Revenue
2015,Infrastructure,45636476,Expense
2016,Infrastructure,30680621,Expense
2000,Defense,36979205,Expense
2013,Grants,2761677,Revenue
2000,Tax Revenue,20751154,Revenue
2015,Social Welfare,10996622,Expense
2023,Tax Revenue,8539338,Revenue
2015,Tax Revenue,35896469,Revenue
2011,Tax Revenue,6939427,Revenue
2004,Natural Resources,12311006,Revenue
2004,Tax Revenue,4969387,Revenue
2005,Defense,28782934,Expense
2016,Natural Resources,14954144,Revenue
2009,Healthcare,21976384,Expense
2007,Education,5514448,Expense
2006,Healthcare,39071267,Expense
2009,Grants,26386083,Revenue
2020,Natural Resources,42585026,Revenue
2006,Education,3559100,Expense
2008,Foreign Aid,36429881,Revenue
2012,Education,18282787,Expense
2008,Education,13333066,Expense
2016,Infrastructure,12038418,Expense
2023,Healthcare,49265930,Expense
2011,Education,2637442,Expense
2012,Foreign Aid,18282307,Revenue
2021,Foreign Aid,42384232,Revenue
2008,Education,44621637,Expense
2021,Tax Revenue,16233121,Revenue
2015,Defense,24079506,Expense
2009,Natural Resources,3790085,Revenue
2013,Healthcare,20001979,Expense
2000,Healthcare,17086549,Expense
2005,Foreign Aid,44789620,Revenue
2010,Foreign Aid,24191881,Revenue
2009,Grants,9705779,Revenue
2015,Foreign Aid,43393446,Revenue
2000,Foreign Aid,2984957,Revenue
2002,Infrastructure,37023627,Expense
2000,Healthcare,17333462,Expense
2000,Defense,4423932,Expense
2016,Natural Resources,2316123,Revenue
2010,Foreign Aid,27561699,Revenue
2010,Education,13493665,Expense
2022,Natural Resources,33495703,Revenue
2018,Foreign Aid,5145397,Revenue
2014,Healthcare,12877654,Expense
2020,Education,21698124,Expense
2021,Tax Revenue,5950978,Revenue
2018,Education,5327338,Expense
2019,Foreign Aid,7050026,Revenue
2019,Healthcare,41995602,Expense
2016,Grants,11182656,Revenue
2010,Tax Revenue,15970669,Revenue
2012,Defense,44729821,Expense
2023,Healthcare,38267912,Expense
2022,Grants,15803091,Revenue
2009,Infrastructure,28586219,Expense
2008,Foreign Aid,49708941,Revenue
2004,Grants,11416893,Revenue
2021,Infrastructure,37386288,Expense
2013,Grants,26988836,Revenue
2006,Defense,17261003,Expense
2019,Infrastructure,44670415,Expense
2007,Tax Revenue,35614544,Revenue
2009,Infrastructure,35761042,Expense
2004,Social Welfare,16315992,Expense
2012,Healthcare,16423873,Expense
2023,Foreign Aid,26638723,Revenue
2023,Social Welfare,41664912,Expense
2020,Infrastructure,41932265,Expense
2007,Social Welfare,23086953,Expense
2010,Defense,8273693,Expense
2004,Infrastructure,42088161,Expense
2011,Healthcare,29389733,Expense
2003,Tax Revenue,45548139,Revenue
2009,Foreign Aid,32664955,Revenue
2010,Foreign Aid,25075436,Revenue
2017,Defense,44218226,Expense
2022,Natural Resources,27949553,Revenue
2007,Natural Resources,43460509,Revenue
2007,Defense,2522290,Expense
2009,Education,47302742,Expense
2005,Healthcare,11792729,Expense
2004,Grants,17306911,Revenue
2021,Defense,24864595,Expense
2007,Tax Revenue,39268757,Revenue
2007,Infrastructure,8384506,Expense
2013,Foreign Aid,6415825,Revenue
2000,Natural Resources,45116683,Revenue
2006,Tax Revenue,37759854,Revenue
2004,Defense,9288768,Expense
2004,Social Welfare,15010567,Expense
2007,Grants,10524840,Revenue
2022,Natural Resources,33901785,Revenue
2004,Foreign Aid,47935739,Revenue
2006,Natural Resources,25224662,Revenue
2021,Foreign Aid,17283356,Revenue
2018,Healthcare,13386732,Expense
2014,Defense,10491529,Expense
2012,Defense,35146119,Expense
2019,Education,24529525,Expense
2013,Foreign Aid,24357427,Revenue
2014,Defense,30227528,Expense
2000,Grants,38442180,Revenue
2002,Natural Resources,20748095,Revenue
2012,Grants,45090156,Revenue
2004,Defense,23873080,Expense
2003,Healthcare,28979730,Expense
2004,Foreign Aid,13445284,Revenue
2006,Healthcare,43142675,Expense
2021,Social Welfare,5276364,Expense
2019,Defense,42469959,Expense
2010,Education,30926457,Expense
2004,Natural Resources,16047124,Revenue
2019,Natural Resources,18266823,Revenue
2013,Healthcare,35331620,Expense
2020,Social Welfare,35574220,Expense
2004,Healthcare,10866548,Expense
2016,Infrastructure,20496074,Expense
2020,Infrastructure,27350373,Expense
2013,Infrastructure,14339343,Expense
2007,Tax Revenue,37755665,Revenue
2006,Infrastructure,9212696,Expense
2022,Natural Resources,40632140,Revenue
2003,Social Welfare,7747063,Expense
2018,Foreign Aid,33589901,Revenue
2010,Healthcare,8765648,Expense
2001,Defense,14276218,Expense
2012,Tax Revenue,1922859,Revenue
2014,Tax Revenue,12480030,Revenue
2005,Healthcare,13942464,Expense
2015,Healthcare,39456543,Expense
2003,Education,43204805,Expense
2002,Foreign Aid,20568463,Revenue
2004,Tax Revenue,24923758,Revenue
2020,Defense,46930294,Expense
2006,Education,17650119,Expense
2016,Defense,46940425,Expense
2011,Infrastructure,40198431,Expense
2003,Tax Revenue,46044969,Revenue
2013,Healthcare,37921795,Expense
2019,Social Welfare,37150779,Expense
2001,Natural Resources,44289552,Revenue
2007,Healthcare,41642666,Expense
2001,Defense,44589615,Expense
2013,Foreign Aid,37640685,Revenue
2003,Tax Revenue,46552169,Revenue
2021,Grants,27948154,Revenue
2010,Education,20163488,Expense
2001,Natural Resources,27301654,Revenue
2021,Tax Revenue,2408980,Revenue
2001,Grants,40179338,Revenue
2001,Defense,38153862,Expense
2011,Foreign Aid,25672983,Revenue
2019,Natural Resources,19015995,Revenue
2015,Grants,43641463,Revenue
2010,Infrastructure,47348820,Expense
2000,Social Welfare,49911768,Expense
2023,Education,44950629,Expense
2007,Infrastructure,40664019,Expense
2000,Tax Revenue,4434608,Revenue
2017,Healthcare,21998084,Expense
2001,Education,19295234,Expense
2008,Grants,29386419,Revenue
2007,Healthcare,6703250,Expense
2014,Foreign Aid,12925741,Revenue
2015,Social Welfare,22640526,Expense
2006,Grants,14435250,Revenue
2019,Education,28933746,Expense
2022,Education,36019591,Expense
2000,Grants,21352647,Revenue
2018,Grants,48919469,Revenue
2002,Tax Revenue,38307028,Revenue
2023,Social Welfare,19696440,Expense
2010,Healthcare,43497489,Expense
2023,Healthcare,33538328,Expense
2021,Natural Resources,30081300,Revenue
2005,Education,32793611,Expense
2002,Education,45668755,Expense
2023,Infrastructure,22777345,Expense
2014,Tax Revenue,35762581,Revenue
2000,Foreign Aid,39363822,Revenue
2005,Defense,27942812,Expense
2009,Defense,8673124,Expense
2001,Healthcare,4184725,Expense
2014,Social Welfare,49534682,Expense
2004,Natural Resources,38525699,Revenue
2010,Infrastructure,2992394,Expense
2014,Tax Revenue,32625250,Revenue
2019,Defense,14198924,Expense
2013,Natural Resources,31353586,Revenue
2023,Natural Resources,31328146,Revenue
2000,Tax Revenue,44243273,Revenue
2011,Social Welfare,31978290,Expense
2017,Infrastructure,1736865,Expense
2012,Education,45101553,Expense
2008,Infrastructure,21110501,Expense
2000,Tax Revenue,49465233,Revenue
2017,Education,9289591,Expense
2001,Tax Revenue,27166285,Revenue
2002,Healthcare,11705703,Expense
2022,Foreign Aid,4927437,Revenue
2010,Social Welfare,5856737,Expense
2003,Foreign Aid,22249312,Revenue
2019,Tax Revenue,24021481,Revenue
2011,Defense,41569409,Expense
2004,Healthcare,5580788,Expense
2018,Natural Resources,17356900,Revenue
2018,Defense,25032623,Expense
2017,Foreign Aid,3092531,Revenue
2000,Grants,46716172,Revenue
2020,Natural Resources,26539365,Revenue
2020,Education,33343604,Expense
2021,Tax Revenue,2898392,Revenue
2022,Natural Resources,35611278,Revenue
2006,Natural Resources,39525602,Revenue
2018,Education,11272268,Expense
2001,Foreign Aid,22682347,Revenue
2002,Tax Revenue,17376627,Revenue
2021,Natural Resources,25058236,Revenue
2020,Grants,28967359,Revenue
2017,Infrastructure,3619227,Expense
2022,Healthcare,29454436,Expense
2004,Education,7463355,Expense
2016,Social Welfare,49318584,Expense
2004,Defense,42091550,Expense
2005,Healthcare,1055665,Expense
2019,Grants,3220453,Revenue
2011,Tax Revenue,30295797,Revenue
2000,Natural Resources,30086320,Revenue
2008,Social Welfare,26412162,Expense
2018,Tax Revenue,46516205,Revenue
2013,Infrastructure,17781599,Expense
2017,Grants,20590079,Revenue
2018,Education,44786130,Expense
2012,Tax Revenue,7275727,Revenue
2014,Defense,20606600,Expense
2002,Education,33929091,Expense
2007,Healthcare,36542563,Expense
2005,Defense,48060521,Expense
2013,Tax Revenue,37268810,Revenue
2023,Grants,49369279,Revenue
2011,Natural Resources,47129718,Revenue
2003,Healthcare,34559152,Expense
2022,Healthcare,35336718,Expense
2009,Healthcare,1931360,Expense
2014,Social Welfare,15583812,Expense
2007,Infrastructure,48150193,Expense
2003,Healthcare,21426163,Expense
2014,Social Welfare,33492698,Expense
2005,Social Welfare,21071327,Expense
2020,Social Welfare,23747414,Expense
2013,Education,43950743,Expense
2005,Foreign Aid,7615910,Revenue
2009,Education,15289022,Expense
2013,Infrastructure,7641150,Expense
2006,Infrastructure,17636456,Expense
2019,Natural Resources,20201520,Revenue
2010,Foreign Aid,39348219,Revenue
2016,Defense,1108875,Expense
2005,Education,47035824,Expense
2000,Social Welfare,49450375,Expense
2001,Tax Revenue,29477732,Revenue
2001,Tax Revenue,1841666,Revenue
2001,Infrastructure,27201520,Expense
2021,Social Welfare,48715040,Expense
2007,Education,36944557,Expense
2022,Infrastructure,44528908,Expense
2013,Natural Resources,8114525,Revenue
2007,Education,18223243,Expense
2011,Defense,47226580,Expense
2017,Natural Resources,47194209,Revenue
2010,Infrastructure,6059203,Expense
2000,Natural Resources,12519100,Revenue
2016,Healthcare,41912076,Expense
2006,Defense,38975118,Expense
2010,Grants,29464677,Revenue
2010,Tax Revenue,47049196,Revenue
2022,Education,4897691,Expense
2019,Social Welfare,16335293,Expense
2014,Tax Revenue,33662834,Revenue
2020,Foreign Aid,4054274,Revenue
2014,Social Welfare,39524926,Expense
2007,Infrastructure,34084502,Expense
2011,Healthcare,30743081,Expense
2016,Tax Revenue,46591539,Revenue
2014,Tax Revenue,29793935,Revenue
2014,Tax Revenue,47124821,Revenue
2013,Grants,13707304,Revenue
2017,Grants,21428675,Revenue
2017,Infrastructure,35622781,Expense
2020,Defense,38550905,Expense
2016,Infrastructure,11784517,Expense
2015,Tax Revenue,15972552,Revenue
2011,Infrastructure,48914119,Expense
2002,Defense,17876669,Expense
2011,Healthcare,18672239,Expense
2018,Social Welfare,21269694,Expense
2003,Defense,41349792,Expense
2022,Education,9645748,Expense
2022,Defense,27075754,Expense
2023,Natural Resources,23726182,Revenue
2010,Tax Revenue,35155079,Revenue
2014,Natural Resources,15967615,Revenue
2002,Grants,43019384,Revenue
2011,Social Welfare,8675999,Expense
2004,Foreign Aid,33049747,Revenue
2022,Healthcare,34030200,Expense
2009,Healthcare,26483864,Expense
2006,Natural Resources,43415458,Revenue
2008,Education,3002889,Expense
2010,Infrastructure,26603207,Expense
2001,Grants,24087154,Revenue
2000,Grants,18541936,Revenue
2014,Healthcare,24386940,Expense
2015,Social Welfare,21990942,Expense
2010,Tax Revenue,49503566,Revenue
2023,Foreign Aid,22130059,Revenue
2018,Defense,38892493,Expense
2010,Education,30353873,Expense
2021,Infrastructure,14548800,Expense
2012,Tax Revenue,32527712,Revenue
2022,Tax Revenue,23266341,Revenue
2007,Tax Revenue,36023175,Revenue
2004,Education,40785505,Expense
2005,Social Welfare,49255866,Expense
2004,Education,10512003,Expense
2001,Defense,46674551,Expense
2021,Social Welfare,36706258,Expense
2023,Defense,33527320,Expense
2017,Social Welfare,19380906,Expense
2004,Healthcare,10215290,Expense
2005,Social Welfare,6779229,Expense
2010,Foreign Aid,10216416,Revenue
2011,Grants,39813004,Revenue
2008,Education,38780470,Expense
2020,Natural Resources,8304964,Revenue
2012,Defense,2490453,Expense
2011,Natural Resources,33100595,Revenue
2006,Grants,1466072,Revenue
2004,Grants,19469665,Revenue
2006,Grants,46293276,Revenue
2015,Infrastructure,9382897,Expense
2014,Tax Revenue,8341073,Revenue
2000,Foreign Aid,39396466,Revenue
2018,Natural Resources,6155984,Revenue
2014,Natural Resources,14240736,Revenue
2016,Defense,29628718,Expense
2004,Healthcare,49856197,Expense
2019,Grants,12765161,Revenue
2021,Social Welfare,26027994,Expense
2019,Infrastructure,31982350,Expense
2020,Healthcare,34160951,Expense
2015,Grants,5020923,Revenue
2019,Healthcare,10460022,Expense
2011,Foreign Aid,13910913,Revenue
2007,Healthcare,6582032,Expense
2012,Social Welfare,33518468,Expense
2001,Natural Resources,16605386,Revenue
2012,Defense,5785988,Expense
2020,Infrastructure,39342545,Expense
2016,Healthcare,43173761,Expense
2022,Infrastructure,43358563,Expense
2019,Defense,38801722,Expense
2015,Tax Revenue,9023259,Revenue
2017,Defense,29615957,Expense
2007,Grants,24168093,Revenue
2013,Infrastructure,4950082,Expense
2004,Tax Revenue,41820144,Revenue
2014,Social Welfare,21515823,Expense
2001,Grants,47988028,Revenue
